,Brand,Year,Horsepower,Engine Cylinders,Number of Doors,Price
603,Mercedes-Benz,1991,238.0,8.0,4.0,2304
623,Mazda,2013,157.0,4.0,4.0,24470
624,Mazda,2013,157.0,4.0,4.0,20940
625,Mazda,2013,157.0,4.0,4.0,19940
626,Mazda,2013,157.0,4.0,4.0,22070
627,Mazda,2014,157.0,4.0,4.0,20140
628,Mazda,2014,157.0,4.0,4.0,24670
629,Mazda,2014,157.0,4.0,4.0,21140
630,Mazda,2014,157.0,4.0,4.0,22270
631,Mazda,2015,157.0,4.0,4.0,24770
632,Mazda,2015,157.0,4.0,4.0,22370
633,Mazda,2015,157.0,4.0,4.0,21240
670,Mercedes-Benz,1992,402.0,12.0,4.0,2960
671,Mercedes-Benz,1993,389.0,12.0,4.0,3108
672,Mercedes-Benz,1993,389.0,12.0,2.0,4623
673,Mercedes-Benz,1993,389.0,12.0,2.0,3211
674,Pontiac,1990,140.0,6.0,4.0,2000
675,Pontiac,1990,110.0,4.0,4.0,2000
676,Pontiac,1990,140.0,6.0,4.0,2000
678,Pontiac,1990,140.0,6.0,4.0,2000
679,Pontiac,1991,140.0,6.0,4.0,2000
680,Pontiac,1991,140.0,6.0,4.0,2000
681,Pontiac,1991,110.0,4.0,4.0,2000
685,Mazda,2000,170.0,6.0,4.0,2080
686,Mazda,2000,170.0,6.0,4.0,2234
687,Mazda,2000,130.0,4.0,4.0,2000
688,Mazda,2000,130.0,4.0,4.0,2146
689,Mazda,2001,165.0,6.0,4.0,22935
690,Mazda,2001,165.0,6.0,4.0,19935
691,Mazda,2001,125.0,4.0,4.0,20935
692,Mazda,2001,125.0,4.0,4.0,18735
693,Mazda,2002,165.0,6.0,4.0,19985
694,Mazda,2002,125.0,4.0,4.0,18785
695,Mazda,2002,165.0,6.0,4.0,21885
705,Mazda,2015,184.0,4.0,4.0,24895
706,Mazda,2015,184.0,4.0,4.0,22895
707,Mazda,2015,184.0,4.0,4.0,23845
708,Mazda,2015,184.0,4.0,4.0,21190
709,Mazda,2015,184.0,4.0,4.0,29895
710,Mazda,2016,184.0,4.0,4.0,22995
711,Mazda,2016,184.0,4.0,4.0,24995
712,Mazda,2016,184.0,4.0,4.0,21495
713,Mazda,2016,184.0,4.0,4.0,30195
714,Mazda,2016,184.0,4.0,4.0,23945
715,Mazda,2017,184.0,4.0,4.0,30695
716,Mazda,2017,184.0,4.0,4.0,21945
717,Mazda,2017,184.0,4.0,4.0,24195
718,Mazda,2017,184.0,4.0,4.0,22995
719,Mazda,2017,184.0,4.0,4.0,25245
725,BMW,2015,315.0,6.0,4.0,74000
736,Porsche,2017,300.0,4.0,2.0,53900
737,Porsche,2017,350.0,4.0,2.0,66300
738,Volvo,1990,114.0,4.0,4.0,2000
739,Volvo,1990,153.0,4.0,4.0,2000
740,Volvo,1990,114.0,4.0,4.0,2000
743,Volvo,1990,153.0,4.0,4.0,2000
744,Volvo,1991,162.0,4.0,4.0,2000
745,Volvo,1991,162.0,4.0,4.0,2000
746,Volvo,1991,114.0,4.0,4.0,2000
747,Volvo,1991,162.0,4.0,4.0,2000
748,Volvo,1991,162.0,4.0,4.0,2000
749,Volvo,1991,114.0,4.0,4.0,2000
750,Volvo,1992,162.0,4.0,4.0,2000
751,Volvo,1992,114.0,4.0,4.0,2000
752,Volvo,1992,114.0,4.0,4.0,2000
754,Volvo,1990,144.0,6.0,4.0,2000
755,Volvo,1990,162.0,4.0,4.0,2000
756,Volvo,1990,162.0,4.0,4.0,2000
757,Volvo,1990,188.0,4.0,2.0,2000
758,Volvo,1990,144.0,6.0,2.0,2000
759,BMW,1995,282.0,8.0,2.0,4784
760,BMW,1995,322.0,12.0,2.0,5858
761,BMW,1995,372.0,12.0,2.0,8488
762,BMW,1996,322.0,12.0,2.0,6954
763,BMW,1996,282.0,8.0,2.0,5680
764,BMW,1997,322.0,12.0,2.0,7624
765,BMW,1997,282.0,8.0,2.0,6693
766,Audi,1990,108.0,4.0,4.0,2000
767,Audi,1990,130.0,5.0,4.0,2000
768,Audi,1991,130.0,5.0,4.0,2000
769,Audi,1991,130.0,5.0,4.0,2000
770,Audi,1992,130.0,5.0,4.0,2000
771,Audi,1992,130.0,5.0,4.0,2000
772,Volvo,1995,222.0,5.0,4.0,2000
773,Volvo,1995,168.0,5.0,4.0,2000
774,Volvo,1995,240.0,5.0,4.0,2000
776,Volvo,1995,168.0,5.0,4.0,2000
777,Volvo,1995,222.0,5.0,4.0,2000
779,Volvo,1995,240.0,5.0,4.0,2000
780,Volvo,1996,222.0,5.0,4.0,2000
781,Volvo,1996,222.0,5.0,4.0,2000
782,Volvo,1996,168.0,5.0,4.0,2000
784,Volvo,1996,240.0,5.0,4.0,2000
785,Volvo,1996,168.0,5.0,4.0,2000
786,Volvo,1996,240.0,5.0,4.0,2000
790,Volvo,1997,168.0,5.0,4.0,2000
791,Volvo,1997,168.0,5.0,4.0,2000
792,Volvo,1997,240.0,5.0,4.0,2000
793,Volvo,1997,222.0,5.0,4.0,2000
794,Volvo,1997,240.0,5.0,4.0,2091
795,Volvo,1997,190.0,5.0,4.0,2000
796,Volvo,1997,190.0,5.0,4.0,2000
797,Volvo,1997,222.0,5.0,4.0,2000
798,Toyota,2017,205.0,4.0,2.0,26255
799,Toyota,2017,200.0,4.0,2.0,26975
800,Saab,2005,227.0,4.0,4.0,26950
801,Saab,2005,165.0,4.0,4.0,22990
802,Saab,2006,230.0,4.0,4.0,26950
803,Saab,2006,173.0,4.0,4.0,22990
804,Saab,2012,220.0,4.0,4.0,28900
805,Saab,2012,220.0,4.0,2.0,44080
806,Saab,2012,220.0,4.0,2.0,46080
807,Saab,2012,220.0,4.0,4.0,37115
808,Saab,2012,220.0,4.0,2.0,39490
809,Saab,2012,220.0,4.0,4.0,34340
810,Saab,2012,220.0,4.0,2.0,44080
811,Saab,2012,220.0,4.0,2.0,40840
812,Saab,2012,220.0,4.0,4.0,31180
813,Saab,2012,220.0,4.0,4.0,32395
814,Saab,2012,220.0,4.0,4.0,34340
815,Saab,2012,220.0,4.0,4.0,34975
816,Saab,2012,220.0,4.0,4.0,37115
817,Saab,2012,220.0,4.0,4.0,34975
818,Saab,2012,220.0,4.0,4.0,30250
819,Saab,2012,220.0,4.0,4.0,32395
820,Saab,2012,220.0,4.0,4.0,29830
821,Saab,2012,220.0,4.0,2.0,46080
822,Saab,2009,210.0,4.0,4.0,37810
823,Saab,2009,280.0,6.0,2.0,51330
824,Saab,2009,210.0,4.0,4.0,38305
825,Saab,2009,280.0,6.0,4.0,44885
826,Saab,2009,210.0,4.0,4.0,30360
827,Saab,2009,210.0,4.0,2.0,42130
828,Saab,2009,280.0,6.0,4.0,43605
829,Saab,2009,210.0,4.0,4.0,31790
830,Saab,2009,210.0,4.0,4.0,35315
831,Saab,2009,210.0,4.0,4.0,37140
832,Saab,2009,210.0,4.0,4.0,34150
833,Saab,2009,210.0,4.0,2.0,44455
834,Saab,2009,210.0,4.0,4.0,36395
835,Saab,2009,210.0,4.0,2.0,47345
836,Saab,2010,207.0,4.0,4.0,32395
837,Saab,2010,207.0,4.0,4.0,28900
838,Saab,2010,207.0,4.0,4.0,30330
839,Saab,2010,207.0,4.0,2.0,39990
840,Saab,2010,207.0,4.0,4.0,38115
841,Saab,2010,207.0,4.0,2.0,45080
842,Saab,2010,207.0,4.0,4.0,35340
843,Saab,2010,207.0,4.0,4.0,36975
844,Saab,2010,207.0,4.0,4.0,37020
845,Saab,2011,210.0,4.0,4.0,28900
846,Saab,2011,210.0,4.0,4.0,38115
847,Saab,2011,210.0,4.0,4.0,32395
848,Saab,2011,210.0,4.0,2.0,39990
849,Saab,2011,210.0,4.0,4.0,30330
850,Saab,2011,210.0,4.0,4.0,37020
851,Saab,2011,210.0,4.0,4.0,35340
852,Saab,2011,210.0,4.0,4.0,36975
853,Saab,2011,210.0,4.0,2.0,45080
854,Saab,2011,265.0,6.0,4.0,37250
855,Saab,2011,265.0,6.0,4.0,35875
856,Saab,2011,265.0,6.0,4.0,33380
857,Saab,2011,265.0,6.0,4.0,40245
858,Saab,2011,300.0,6.0,4.0,48010
859,Saab,2009,260.0,4.0,4.0,39400
860,Saab,2009,260.0,4.0,4.0,43270
861,Saab,2009,260.0,4.0,4.0,39650
862,Saab,2009,260.0,4.0,4.0,38380
863,Saab,2009,260.0,4.0,4.0,40765
864,Saab,2009,260.0,4.0,4.0,42000
865,Saab,2010,300.0,6.0,4.0,49165
866,Saab,2011,220.0,4.0,4.0,38525
867,Saab,2011,300.0,6.0,4.0,49565
868,Saab,2011,220.0,4.0,4.0,43435
869,Saab,2011,300.0,6.0,4.0,48030
870,Saab,2007,290.0,6.0,4.0,39190
871,Saab,2007,300.0,8.0,4.0,41190
872,Saab,2008,300.0,8.0,4.0,42770
873,Saab,2008,285.0,6.0,4.0,40400
874,Saab,2008,390.0,8.0,4.0,46530
875,Saab,2009,390.0,8.0,4.0,49105
876,Saab,2009,285.0,6.0,4.0,42615
877,Saab,2009,300.0,8.0,4.0,45345
878,Saab,1996,225.0,4.0,4.0,2000
879,Saab,1996,210.0,6.0,4.0,2000
880,Saab,1996,170.0,4.0,4.0,2000
881,Saab,1996,200.0,4.0,4.0,2000
882,Saab,1997,210.0,6.0,4.0,2122
883,Saab,1997,170.0,4.0,4.0,2000
884,Saab,1997,225.0,4.0,4.0,2145
885,Saab,1997,200.0,4.0,4.0,2084
886,Saab,1997,200.0,4.0,4.0,2063
887,Saab,1998,225.0,4.0,4.0,2172
888,Saab,1996,185.0,4.0,2.0,2000
889,Saab,1996,185.0,4.0,4.0,2000
890,Saab,1996,150.0,4.0,4.0,2000
891,Saab,1996,170.0,6.0,4.0,2000
892,Saab,1996,185.0,4.0,2.0,2000
893,Saab,1996,170.0,6.0,2.0,2000
894,Saab,1996,150.0,4.0,2.0,2000
895,Saab,1996,150.0,4.0,2.0,2000
896,Saab,1997,185.0,4.0,2.0,2000
897,Saab,1997,170.0,6.0,4.0,2000
898,Saab,1997,150.0,4.0,2.0,2000
899,Saab,1997,150.0,4.0,2.0,2000
900,Saab,1997,185.0,4.0,2.0,2078
902,Saab,1997,185.0,4.0,4.0,2000
904,Saab,1997,170.0,6.0,2.0,2117
905,Saab,1997,150.0,4.0,4.0,2000
906,Saab,1997,185.0,4.0,2.0,2115
907,Saab,1998,185.0,4.0,2.0,2000
908,Saab,1998,185.0,4.0,4.0,2000
909,Saab,1998,185.0,4.0,2.0,2268
910,Saab,1998,185.0,4.0,2.0,2000
911,Audi,1993,172.0,6.0,4.0,2000
912,Audi,1993,172.0,6.0,4.0,2000
914,Audi,1994,172.0,6.0,4.0,2000
915,Audi,1994,172.0,6.0,4.0,2000
917,Audi,1995,172.0,6.0,4.0,2000
918,Audi,1995,172.0,6.0,4.0,2000
978,Porsche,1993,345.0,8.0,2.0,6294
979,Porsche,1994,345.0,8.0,2.0,7419
980,Porsche,1995,345.0,8.0,2.0,9400
981,Mazda,1993,195.0,6.0,4.0,2000
982,Mazda,1994,193.0,6.0,4.0,2000
983,Mazda,1995,193.0,6.0,4.0,2000
984,Volvo,1993,114.0,4.0,4.0,2000
985,Volvo,1993,114.0,4.0,4.0,2000
986,Volvo,1993,162.0,4.0,4.0,2000
989,Volvo,1993,162.0,4.0,4.0,2000
990,Volvo,1994,114.0,4.0,4.0,2000
991,Volvo,1994,114.0,4.0,4.0,2000
992,Volvo,1994,162.0,4.0,4.0,2000
993,Volvo,1994,162.0,4.0,4.0,2000
994,Volvo,1995,162.0,4.0,4.0,2000
995,Volvo,1995,162.0,4.0,4.0,2000
996,Volvo,1995,162.0,4.0,4.0,2000
997,Volvo,1995,114.0,4.0,4.0,2000
998,Porsche,1990,208.0,4.0,2.0,2667
999,Porsche,1990,208.0,4.0,2.0,3083
1000,Porsche,1991,208.0,4.0,2.0,3578
1001,Porsche,1991,208.0,4.0,2.0,3047
1002,Volvo,1995,181.0,6.0,4.0,2000
1003,Volvo,1995,181.0,6.0,4.0,2000
1004,Volvo,1996,181.0,6.0,4.0,2000
1005,Volvo,1996,181.0,6.0,4.0,2000
1006,Volvo,1997,181.0,6.0,4.0,2000
1007,Volvo,1997,181.0,6.0,4.0,2000
1008,Porsche,1993,236.0,4.0,2.0,4651
1009,Porsche,1993,236.0,4.0,2.0,3839
1010,Porsche,1994,236.0,4.0,2.0,4191
1011,Porsche,1994,236.0,4.0,2.0,4878
1012,Porsche,1995,236.0,4.0,2.0,4723
1013,Porsche,1995,236.0,4.0,2.0,5576
1016,Audi,2015,220.0,4.0,4.0,33200
1017,Audi,2015,170.0,4.0,2.0,44050
1018,Audi,2015,170.0,4.0,4.0,29900
1019,Audi,2015,220.0,4.0,4.0,41650
1020,Audi,2015,170.0,4.0,2.0,38150
1021,Audi,2015,220.0,4.0,4.0,35750
1023,Audi,2015,220.0,4.0,2.0,47050
1024,Audi,2015,170.0,4.0,4.0,38350
1025,Audi,2015,170.0,4.0,2.0,35600
1026,Audi,2015,220.0,4.0,2.0,38600
1027,Audi,2015,220.0,4.0,2.0,41150
1028,Audi,2015,170.0,4.0,4.0,32450
1029,Audi,2016,220.0,4.0,4.0,34200
1030,Audi,2016,220.0,4.0,2.0,39600
1031,Audi,2016,220.0,4.0,4.0,37700
1033,Audi,2016,220.0,4.0,4.0,43050
1034,Audi,2016,170.0,4.0,2.0,39300
1035,Audi,2016,170.0,4.0,2.0,36600
1036,Audi,2016,170.0,4.0,4.0,39750
1037,Audi,2016,170.0,4.0,2.0,45450
1038,Audi,2016,220.0,4.0,2.0,48450
1040,Audi,2016,170.0,4.0,4.0,34400
1042,Audi,2016,220.0,4.0,2.0,43100
1043,Audi,2016,220.0,4.0,4.0,36900
1044,Audi,2016,170.0,4.0,4.0,33600
1045,Audi,2016,170.0,4.0,4.0,30900
1046,Audi,2016,170.0,4.0,2.0,40100
1047,Audi,2016,220.0,4.0,2.0,42300
1049,Audi,2017,220.0,4.0,4.0,43150
1050,Audi,2017,186.0,4.0,4.0,40150
1051,Audi,2017,220.0,4.0,4.0,37450
1052,Audi,2017,186.0,4.0,2.0,37600
1053,Audi,2017,186.0,4.0,4.0,34450
1054,Audi,2017,220.0,4.0,2.0,40300
1055,Audi,2017,220.0,4.0,2.0,49250
1056,Audi,2017,220.0,4.0,2.0,43550
1057,Audi,2017,186.0,4.0,4.0,31200
1058,Audi,2017,186.0,4.0,2.0,40850
1059,Audi,2017,186.0,4.0,2.0,46550
1060,Audi,2017,220.0,4.0,4.0,34200
1061,Audi,2017,252.0,4.0,4.0,51400
1062,Audi,2017,252.0,4.0,4.0,44000
1063,Audi,2017,252.0,4.0,4.0,47000
1064,Audi,2015,220.0,4.0,4.0,45000
1065,Audi,2015,220.0,4.0,4.0,39700
1066,Audi,2015,220.0,4.0,4.0,43800
1067,Audi,2015,220.0,4.0,4.0,35500
1068,Audi,2015,220.0,4.0,4.0,38500
1069,Audi,2015,220.0,4.0,4.0,37600
1070,Audi,2015,220.0,4.0,4.0,36400
1071,Audi,2015,220.0,4.0,4.0,42900
1072,Audi,2015,220.0,4.0,4.0,37600
1073,Audi,2016,220.0,4.0,4.0,37000
1074,Audi,2016,220.0,4.0,4.0,38000
1075,Audi,2016,220.0,4.0,4.0,38000
1076,Audi,2016,220.0,4.0,4.0,35900
1077,Audi,2016,220.0,4.0,4.0,40100
1078,Audi,2016,220.0,4.0,4.0,39100
1079,Audi,2017,252.0,4.0,4.0,37300
1080,Audi,2017,190.0,4.0,4.0,34900
1081,Audi,2017,252.0,4.0,4.0,48000
1082,Audi,2017,252.0,4.0,4.0,43200
1083,Audi,2017,252.0,4.0,4.0,41100
1084,Audi,2017,252.0,4.0,4.0,45900
1085,Audi,2017,252.0,4.0,4.0,39400
1086,Audi,2017,190.0,4.0,4.0,38700
1087,Audi,2017,190.0,4.0,4.0,37850
1088,Audi,2017,252.0,4.0,4.0,42350
1089,Audi,2016,220.0,4.0,2.0,43800
1090,Audi,2016,220.0,4.0,2.0,41500
1091,Audi,2016,220.0,4.0,2.0,47900
1092,Audi,2016,220.0,4.0,2.0,50200
1093,Audi,2016,220.0,4.0,2.0,40500
1094,Audi,2016,220.0,4.0,2.0,42800
1095,Audi,2017,220.0,4.0,2.0,41200
1096,Audi,2017,220.0,4.0,2.0,48600
1097,Audi,2017,220.0,4.0,2.0,42200
1098,Audi,2015,240.0,6.0,4.0,58700
1099,Audi,2015,220.0,4.0,4.0,50450
1100,Audi,2015,220.0,4.0,4.0,44800
1101,Audi,2015,310.0,6.0,4.0,60100
1102,Audi,2015,220.0,4.0,4.0,48350
1103,Audi,2015,310.0,6.0,4.0,56300
1104,Audi,2015,220.0,4.0,4.0,46900
1105,Audi,2015,240.0,6.0,4.0,62500
1106,Audi,2016,252.0,4.0,4.0,52100
1107,Audi,2016,252.0,4.0,4.0,49900
1108,Audi,2016,252.0,4.0,4.0,46200
1109,Audi,2016,240.0,6.0,4.0,59500
1110,Audi,2016,333.0,6.0,4.0,61600
1111,Audi,2016,333.0,6.0,4.0,57400
1112,Audi,2016,240.0,6.0,4.0,63700
1113,Audi,2016,252.0,4.0,4.0,48400
1114,Audi,2017,252.0,4.0,4.0,53800
1115,Audi,2017,333.0,6.0,4.0,61600
1116,Audi,2017,340.0,6.0,4.0,67600
1117,Audi,2017,333.0,6.0,4.0,58600
1118,Audi,2017,252.0,4.0,4.0,49800
1120,Audi,2017,252.0,4.0,4.0,47600
1121,Audi,2015,310.0,6.0,4.0,65900
1122,Audi,2015,310.0,6.0,4.0,69750
1123,Audi,2015,240.0,6.0,4.0,68300
1124,Audi,2015,240.0,6.0,4.0,72150
1125,Audi,2016,240.0,6.0,4.0,70400
1126,Audi,2016,333.0,6.0,4.0,68300
1127,Audi,2016,240.0,6.0,4.0,73050
1128,Audi,2016,333.0,6.0,4.0,70950
1129,Audi,2017,333.0,6.0,4.0,68800
1130,Audi,2017,333.0,6.0,4.0,71350
1137,GMC,2017,281.0,6.0,4.0,43850
1138,GMC,2017,281.0,6.0,4.0,45850
1139,GMC,2015,281.0,6.0,4.0,33975
1140,GMC,2015,281.0,6.0,4.0,40820
1141,GMC,2015,281.0,6.0,4.0,42820
1142,GMC,2015,281.0,6.0,4.0,42095
1143,GMC,2015,281.0,6.0,4.0,44095
1144,GMC,2015,281.0,6.0,4.0,38555
1145,GMC,2015,288.0,6.0,4.0,47690
1146,GMC,2015,281.0,6.0,4.0,35975
1147,GMC,2015,288.0,6.0,4.0,49690
1148,GMC,2015,281.0,6.0,4.0,36555
1149,GMC,2016,281.0,6.0,4.0,36755
1150,GMC,2016,281.0,6.0,4.0,44295
1151,GMC,2016,281.0,6.0,4.0,42295
1152,GMC,2016,281.0,6.0,4.0,30975
1153,GMC,2016,281.0,6.0,4.0,36175
1154,GMC,2016,288.0,6.0,4.0,49890
1155,GMC,2016,281.0,6.0,4.0,41020
1156,GMC,2016,281.0,6.0,4.0,34175
1157,GMC,2016,288.0,6.0,4.0,47890
1158,GMC,2016,281.0,6.0,4.0,38755
1159,GMC,2016,281.0,6.0,4.0,43020
1160,GMC,2017,194.0,4.0,4.0,38350
1161,GMC,2017,310.0,6.0,4.0,43750
1162,GMC,2017,194.0,4.0,4.0,35070
1163,GMC,2017,194.0,4.0,4.0,32450
1164,GMC,2017,194.0,4.0,4.0,37070
1165,GMC,2017,310.0,6.0,4.0,41450
1166,GMC,2017,194.0,4.0,4.0,34450
1167,GMC,2017,194.0,4.0,4.0,29070
1168,GMC,2017,310.0,6.0,4.0,44920
1169,GMC,2017,310.0,6.0,4.0,46920
1170,GMC,2017,310.0,6.0,4.0,41750
1171,Hyundai,2014,138.0,4.0,4.0,17395
1172,Hyundai,2014,138.0,4.0,4.0,14895
1173,Hyundai,2014,138.0,4.0,4.0,15645
1174,Hyundai,2014,138.0,4.0,4.0,16095
1175,Hyundai,2014,138.0,4.0,4.0,14645
1176,Hyundai,2014,138.0,4.0,4.0,16395
1177,Hyundai,2015,137.0,4.0,4.0,14745
1178,Hyundai,2015,137.0,4.0,4.0,14995
1179,Hyundai,2015,137.0,4.0,4.0,15745
1180,Hyundai,2015,137.0,4.0,4.0,17495
1181,Hyundai,2015,137.0,4.0,4.0,16495
1182,Hyundai,2015,137.0,4.0,4.0,16195
1183,Hyundai,2016,137.0,4.0,4.0,15745
1184,Hyundai,2016,137.0,4.0,4.0,17495
1185,Hyundai,2016,137.0,4.0,4.0,16195
1186,Hyundai,2016,137.0,4.0,4.0,16495
1187,Hyundai,2016,137.0,4.0,4.0,14745
1188,Hyundai,2016,137.0,4.0,4.0,14995
1189,Plymouth,1993,100.0,4.0,4.0,2000
1190,Plymouth,1994,106.0,4.0,4.0,2000
1191,Plymouth,1995,100.0,4.0,4.0,2000
1192,Honda,2010,271.0,6.0,4.0,34020
1193,Honda,2010,271.0,6.0,4.0,36220
1194,Honda,2010,271.0,6.0,4.0,29670
1195,Honda,2010,271.0,6.0,4.0,34770
1196,Honda,2010,271.0,6.0,4.0,32570
1197,Honda,2011,271.0,6.0,4.0,29990
1198,Honda,2011,271.0,6.0,4.0,32890
1199,Honda,2011,271.0,6.0,4.0,36540
1200,Honda,2011,271.0,6.0,4.0,34340
1201,Honda,2011,271.0,6.0,4.0,35090
1212,Honda,2015,278.0,6.0,2.0,30775
1213,Honda,2015,278.0,6.0,4.0,32270
1214,Honda,2015,278.0,6.0,2.0,32550
1215,Honda,2015,185.0,4.0,2.0,23775
1216,Honda,2015,185.0,4.0,2.0,26300
1217,Honda,2015,185.0,4.0,4.0,30195
1218,Honda,2015,185.0,4.0,2.0,25450
1219,Honda,2015,278.0,6.0,2.0,32550
1220,Honda,2015,189.0,4.0,4.0,24665
1221,Honda,2015,185.0,4.0,4.0,25030
1222,Honda,2015,185.0,4.0,2.0,30270
1223,Honda,2015,185.0,4.0,4.0,25830
1224,Honda,2015,185.0,4.0,2.0,28495
1225,Honda,2015,278.0,6.0,4.0,30495
1226,Honda,2015,278.0,6.0,2.0,30775
1227,Honda,2015,185.0,4.0,4.0,22105
1228,Honda,2015,185.0,4.0,4.0,28420
1229,Honda,2015,278.0,6.0,4.0,33630
1230,Honda,2015,185.0,4.0,2.0,24625
1231,Honda,2015,189.0,4.0,4.0,23865
1232,Honda,2015,185.0,4.0,4.0,22905
1233,Honda,2016,278.0,6.0,4.0,32745
1234,Honda,2016,185.0,4.0,4.0,28670
1235,Honda,2016,185.0,4.0,2.0,26850
1236,Honda,2016,189.0,4.0,4.0,25065
1237,Honda,2016,278.0,6.0,4.0,30745
1238,Honda,2016,185.0,4.0,4.0,27380
1239,Honda,2016,278.0,6.0,4.0,34680
1240,Honda,2016,185.0,4.0,2.0,27850
1241,Honda,2016,185.0,4.0,2.0,24725
1242,Honda,2016,189.0,4.0,4.0,24265
1243,Honda,2016,185.0,4.0,4.0,26380
1244,Honda,2016,185.0,4.0,2.0,30845
1245,Honda,2016,185.0,4.0,4.0,25580
1246,Honda,2016,185.0,4.0,4.0,23005
1247,Honda,2016,185.0,4.0,2.0,23875
1248,Honda,2016,185.0,4.0,2.0,28845
1249,Honda,2016,189.0,4.0,4.0,26065
1250,Honda,2016,185.0,4.0,2.0,26000
1251,Honda,2016,185.0,4.0,2.0,25725
1252,Honda,2016,185.0,4.0,4.0,24005
1253,Honda,2016,278.0,6.0,2.0,31025
1254,Honda,2016,278.0,6.0,2.0,34225
1255,Honda,2016,278.0,6.0,2.0,33025
1256,Honda,2016,185.0,4.0,4.0,22205
1257,Honda,2016,278.0,6.0,2.0,31025
1258,Honda,2016,185.0,4.0,4.0,30670
1259,Honda,2017,189.0,4.0,4.0,26215
1260,Honda,2017,185.0,4.0,2.0,24025
1261,Honda,2017,185.0,4.0,2.0,30995
1262,Honda,2017,185.0,4.0,4.0,22355
1263,Honda,2017,278.0,6.0,4.0,34830
1264,Honda,2017,185.0,4.0,2.0,26150
1265,Honda,2017,278.0,6.0,4.0,32895
1266,Honda,2017,189.0,4.0,4.0,25215
1267,Honda,2017,185.0,4.0,4.0,27530
1268,Honda,2017,185.0,4.0,4.0,28820
1269,Honda,2017,185.0,4.0,4.0,24155
1270,Honda,2017,278.0,6.0,2.0,34375
1271,Honda,2017,278.0,6.0,4.0,30895
1272,Honda,2017,278.0,6.0,2.0,33175
1273,Honda,2017,278.0,6.0,2.0,31175
1274,Honda,2017,185.0,4.0,2.0,27000
1275,Honda,2017,185.0,4.0,2.0,28000
1276,Honda,2017,189.0,4.0,4.0,24415
1277,Honda,2017,185.0,4.0,2.0,28995
1278,Honda,2017,185.0,4.0,4.0,30820
1279,Honda,2017,278.0,6.0,2.0,31175
1280,Honda,2017,185.0,4.0,2.0,25875
1281,Honda,2017,185.0,4.0,4.0,26530
1282,Honda,2017,185.0,4.0,4.0,23155
1284,Honda,2017,185.0,4.0,4.0,25730
1285,Honda,2017,189.0,4.0,4.0,25415
1286,Honda,2017,185.0,4.0,2.0,24875
1287,Oldsmobile,1996,150.0,4.0,4.0,2000
1288,Oldsmobile,1996,150.0,4.0,2.0,2000
1289,Oldsmobile,1997,150.0,4.0,2.0,2000
1290,Oldsmobile,1997,150.0,4.0,4.0,2000
1291,Oldsmobile,1998,150.0,6.0,4.0,2000
1292,BMW,2014,335.0,6.0,4.0,61400
1293,BMW,2015,335.0,6.0,4.0,61900
1294,BMW,2016,335.0,6.0,4.0,62100
1300,Suzuki,2005,155.0,4.0,4.0,17049
1301,Suzuki,2005,155.0,4.0,4.0,16349
1302,Suzuki,2005,155.0,4.0,4.0,15949
1303,Suzuki,2005,155.0,4.0,4.0,13449
1304,Suzuki,2005,155.0,4.0,4.0,15449
1305,Suzuki,2005,155.0,4.0,4.0,17349
1306,Suzuki,2005,155.0,4.0,4.0,15649
1307,Suzuki,2005,155.0,4.0,4.0,16849
1308,Suzuki,2005,155.0,4.0,4.0,15149
1309,Suzuki,2005,155.0,4.0,4.0,16049
1310,Suzuki,2005,155.0,4.0,4.0,16549
1311,Suzuki,2005,155.0,4.0,4.0,17849
1312,Suzuki,2005,155.0,4.0,4.0,14349
1313,Suzuki,2005,155.0,4.0,4.0,17549
1314,Suzuki,2006,155.0,4.0,4.0,16599
1315,Suzuki,2006,155.0,4.0,4.0,15499
1316,Suzuki,2006,155.0,4.0,4.0,15999
1317,Suzuki,2006,155.0,4.0,4.0,14099
1318,Suzuki,2006,155.0,4.0,4.0,16099
1319,Suzuki,2006,155.0,4.0,4.0,15299
1320,Suzuki,2006,155.0,4.0,4.0,14599
1321,Suzuki,2006,155.0,4.0,4.0,16999
1322,Suzuki,2006,155.0,4.0,4.0,17099
1323,Suzuki,2006,155.0,4.0,4.0,14999
1324,Suzuki,2006,155.0,4.0,4.0,16199
1325,Suzuki,2006,155.0,4.0,4.0,15099
1326,Suzuki,2007,155.0,4.0,4.0,14299
1327,Suzuki,2007,155.0,4.0,4.0,16299
1328,Suzuki,2007,155.0,4.0,4.0,17199
1329,Suzuki,2007,155.0,4.0,4.0,15299
1330,Suzuki,2007,155.0,4.0,4.0,16199
1331,Ford,1995,135.0,6.0,3.0,2000
1332,Ford,1995,135.0,6.0,3.0,2000
1333,Ford,1995,155.0,6.0,3.0,2000
1334,Ford,1995,135.0,6.0,3.0,2000
1335,Ford,1996,140.0,6.0,3.0,2000
1336,Ford,1996,155.0,6.0,3.0,2000
1337,Ford,1996,140.0,6.0,3.0,2000
1338,Ford,1996,140.0,6.0,3.0,2000
1339,Ford,1997,140.0,6.0,3.0,2000
1340,Ford,1997,140.0,6.0,3.0,2000
1341,Ford,1997,152.0,6.0,3.0,2000
1342,Ford,1997,140.0,6.0,3.0,2000
1343,Oldsmobile,2002,170.0,6.0,2.0,22395
1344,Oldsmobile,2002,170.0,6.0,2.0,21080
1345,Oldsmobile,2002,140.0,4.0,4.0,19605
